sid,id,Original Item Name,Preprocessed Item Name,category1,category2,cat1|cat2,,,,,,,,
17193,52427,馬家麵線,馬家麵線,,,#N/A,,,,,,,,
17194,38352,^弘前屋 蘋果奶,^弘前屋蘋果奶,,,#N/A,,,,,,,,
17195,76863,美透白淡斑呵護素,美透白淡斑呵護素,,,#N/A,,,,,,,,
17196,60733,LANCASTER Paris,LANCASTERParis,,,#N/A,,,,,,,,
17197,35,禮品,禮品,,,#N/A,,,,,,,,
17198,83952,魯佛斯熊 PVC中袋,魯佛斯熊PVC中袋,,,#N/A,,,,,,,,
17199,41751,蕃茄半筋半肉牛肉麵,蕃茄半筋半肉牛肉麵,,,#N/A,,,,,,,,
17200,66762,^浦島 三角飯友-鰹魚 45g,^浦島三角飯友鰹魚g,,,#N/A,,,,,,,,
17201,64896,真飽雙料涼麵-特選麻醬,真飽雙料涼麵特選麻醬,,,#N/A,,,,,,,,
17202,74031,柔舞絲光髮浴-250ml,柔舞絲光髮浴ml,,,#N/A,,,,,,,,
17203,47527,加價購,加價購,,,#N/A,,,,,,,,
17204,86915,迪奧藍星訂製腮紅,迪奧藍星訂製腮紅,,,#N/A,,,,,,,,
17205,51640,我的HARRODS泰迪熊(亮棕色),我的HARRODS泰迪熊,,,#N/A,,,,,,,,
17206,68599,金緻誘光9色眼彩,金緻誘光色眼彩,,,#N/A,,,,,,,,
17207,82626,奶油法式餅乾128g,奶油法式餅乾g,,,#N/A,,,,,,,,
17208,1972,酪梨眼霜大瓶裝28g,酪梨眼霜大瓶裝g,,,#N/A,,,,,,,,
17209,84744,大滷湯,大滷湯,,,#N/A,,,,,,,,
17210,8214,克蘿伊幼兒藜麥長條米餅(起司)60G,克蘿伊幼兒藜麥長條米餅G,,,#N/A,,,,,,,,
17211,93578,泰飽||小吃街,泰飽||小吃街,,,#N/A,,,,,,,,
17212,56465,宜蘭有機小栗子南瓜250g,宜蘭有機小栗子南瓜g,,,#N/A,,,,,,,,
17213,49296,農心 浣熊炸醬烏龍碗麵,農心浣熊炸醬烏龍碗麵,,,#N/A,,,,,,,,
17214,72434,干飄卷（胡瓜）,干飄卷,,,#N/A,,,,,,,,
17215,14754,北日本  巧克力 咖啡餅乾,北日本巧克力咖啡餅乾,,,#N/A,,,,,,,,
17216,54410,任性EAT下麻油薑泥粥105g,任性EAT下麻油薑泥粥g,,,#N/A,,,,,,,,
17217,24597,*老媽拌麵 麻辣鴨血寬粉540G,老媽拌麵麻辣鴨血寬粉G,,,#N/A,,,,,,,,
17218,60094,調味辣椒蒸肉粉50g,調味辣椒蒸肉粉g,,,#N/A,,,,,,,,
17219,97449,Lumina棉柔珍珠紋洗臉巾-大胖包,Lumina棉柔珍珠紋洗臉巾大胖包,,,#N/A,,,,,,,,
17220,23191,Haagen-Dazs 淇淋巧酥冰淇,HaagenDazs淇淋巧酥冰淇,,,#N/A,,,,,,,,
17221,82161,冬蟲夏草精華粉底 SPF40 PA++++ -暖嫩芽 Warm Beige,冬蟲夏草精華粉底SPFPA暖嫩芽WarmBeige,,,#N/A,,,,,,,,
17222,72042,艾波索修邊索蘭諾火腿4.5KG,艾波索修邊索蘭諾火腿KG,,,#N/A,,,,,,,,
17223,14620,干貝揚,干貝揚,,,#N/A,,,,,,,,
17224,70700,履歷栗香地瓜,履歷栗香地瓜,,,#N/A,,,,,,,,
17225,6278,緊顏聚光粉凝霜海,緊顏聚光粉凝霜海,,,#N/A,,,,,,,,
17226,19781,Nissin 海鮮杯麵 67g,Nissin海鮮杯麵g,,,#N/A,,,,,,,,
17227,87816,獅王固齒佳薄深潔牙刷-小頭,獅王固齒佳薄深潔牙刷小頭,,,#N/A,,,,,,,,
17228,50297,紅布朗黑芝麻杏仁粉,紅布朗黑芝麻杏仁粉,,,#N/A,,,,,,,,
17229,46894,超持久亮顏氣墊粉餅-MONT BLANC,超持久亮顏氣墊粉餅MONTBLANC,,,#N/A,,,,,,,,
17230,79554,維?櫻花蝦醬280g,維?櫻花蝦醬g,,,#N/A,,,,,,,,
17231,67577,中山特上南京餅267.2g,中山特上南京餅g,,,#N/A,,,,,,,,
17232,100699,山形朝日町甜心蘋果,山形朝日町甜心蘋果,,,#N/A,,,,,,,,
17233,80063,VIVENTY||進口女鞋,VIVENTY||進口女鞋,,,#N/A,,,,,,,,
17234,17301,家樂氏香蜜玉米片220g,家樂氏香蜜玉米片g,,,#N/A,,,,,,,,
17235,66718,萬有全湖南後腿肉臘肉,萬有全湖南後腿肉臘肉,,,#N/A,,,,,,,,
17236,71714,進口蘿曼心,進口蘿曼心,,,#N/A,,,,,,,,
17237,78051,統一蔥燒牛肉風味包5入90G*5,統一蔥燒牛肉風味包入G,,,#N/A,,,,,,,,
17238,77148,上信饌玉||禮品名店,上信饌玉||禮品名店,,,#N/A,,,,,,,,
17239,1003,自動武士刀眉筆 (筆蕊)-橡棕,自動武士刀眉筆橡棕,,,#N/A,,,,,,,,
17240,59178,白金級極萃賦活花秘乳霜組,白金級極萃賦活花秘乳霜組,,,#N/A,,,,,,,,
17241,88277,日本福岡蜜柑,日本福岡蜜柑,,,#N/A,,,,,,,,
17242,27797,美國A{H清潔用小蘇打粉消臭盒,美國A,,,#N/A,,,,,,,,
17243,4084,全效抗痕 緊顏白,全效抗痕緊顏白,,,#N/A,,,,,,,,
17244,39225,紐西蘭桶裝小蘋果,紐西蘭桶裝小蘋果,,,#N/A,,,,,,,,
17245,27932,11.咖哩海鮮鍋,咖哩海鮮鍋,,,#N/A,,,,,,,,
17246,81198,香奈兒COCO晶亮水唇膏-#116 輕鬆,香奈兒COCO晶亮水唇膏#輕鬆,,,#N/A,,,,,,,,
17247,22537,圓山圓素佛跳牆,圓山圓素佛跳牆,,,#N/A,,,,,,,,
17248,105180,冰山綠火焰,冰山綠火焰,,,#N/A,,,,,,,,
17249,18547,飛尼 軟糖(酸味蚯蚓造型),飛尼軟糖,,,#N/A,,,,,,,,
17250,22801,TWININGS 香橙肉桂茶 2G*,TWININGS香橙肉桂茶G,,,#N/A,,,,,,,,
17251,37629,CRESPO 瑰寶去籽綠橄欖 354,CRESPO瑰寶去籽綠橄欖,,,#N/A,,,,,,,,
17252,21425,NS1122-VP-L,NSVPL,,,#N/A,,,,,,,,
17253,49423,蘇菲極薄0.1天然原生棉10入,蘇菲極薄天然原生棉入,,,#N/A,,,,,,,,
17254,13068,Cheers蜂蜜氣泡水 590ml,Cheers蜂蜜氣泡水ml,,,#N/A,,,,,,,,
17255,55484,煙燻茶雞-300g,煙燻茶雞g,,,#N/A,,,,,,,,
17256,43774,艾爾曼希臘式優格飲-草莓,艾爾曼希臘式優格飲草莓,,,#N/A,,,,,,,,
17257,38833,李成地有機香蕉(S),李成地有機香蕉,,,#N/A,,,,,,,,
17258,2525,KUHNE香草沙拉醬 250ML,KUHNE香草沙拉醬ML,,,#N/A,,,,,,,,
17259,78331,21AN_柚子精萃潔顏組,AN_柚子精萃潔顏組,,,#N/A,,,,,,,,
17260,42430,伯朗曼特寧咖啡(微糖),伯朗曼特寧咖啡,,,#N/A,,,,,,,,
17261,36079,特價商品 澳洲牛肉 3,特價商品澳洲牛肉,,,#N/A,,,,,,,,
17262,60385,北海道道南片栗粉,北海道道南片栗粉,,,#N/A,,,,,,,,
17263,98288,絕對完美極緻活化玫瑰油精粹 ABSOLUE PC HUILE 30ML,絕對完美極緻活化玫瑰油精粹ABSOLUEPCHUILEML,,,#N/A,,,,,,,,
17264,24903,21世紀,世紀,,,#N/A,,,,,,,,
17265,28409,烏龍桂花鮮奶茶,烏龍桂花鮮奶茶,,,#N/A,,,,,,,,
17266,81912,Acron防縮洗衣精-自然皂香450ml,Acron防縮洗衣精自然皂香ml,,,#N/A,,,,,,,,
17267,84060,臺虎寂寞西多 500ML,臺虎寂寞西多ML,,,#N/A,,,,,,,,
17268,41817,ES2398-F2-L,ESFL,,,#N/A,,,,,,,,
17269,79109,VB3345 鋼圈-藍ND-75-C,VB鋼圈藍NDC,,,#N/A,,,,,,,,
17270,22337,元艇||廚房衛浴,元艇||廚房衛浴,,,#N/A,,,,,,,,
17271,42952,MAMALOVE桑葚鮮果優酪乳400,MAMALOVE桑葚鮮果優酪乳,,,#N/A,,,,,,,,
17272,47840,BRIANNAS經典凱薩沙拉醬 35,BRIANNAS經典凱薩沙拉醬,,,#N/A,,,,,,,,
17273,69178,美國草莓,美國草莓,,,#N/A,,,,,,,,
17274,77999,明治乳業超級杯 -香草 200ML,明治乳業超級杯香草ML,,,#N/A,,,,,,,,
17275,52552,樂德商行芋頭蛋糕,樂德商行芋頭蛋糕,,,#N/A,,,,,,,,
17276,49570,Beard PAPA s,BeardPAPAs,,,#N/A,,,,,,,,
17277,47419,MACRO天然義大利海鹽 450G,MACRO天然義大利海鹽G,,,#N/A,,,,,,,,
17278,105796,流暢持久眼彩霜-PAINTERLY,流暢持久眼彩霜PAINTERLY,,,#N/A,,,,,,,,
17279,11737,*▲萬有全-湖南臘肉21kg,▲萬有全湖南臘肉kg,,,#N/A,,,,,,,,
17280,53816,有機豆干,有機豆干,,,#N/A,,,,,,,,
17281,96671,鼠尾草與海鹽 香水 -50ml,鼠尾草與海鹽香水ml,,,#N/A,,,,,,,,
17282,68987,有機芝麻葉,有機芝麻葉,,,#N/A,,,,,,,,
17283,85488,佳豆 黃豆豆漿,佳豆黃豆豆漿,,,#N/A,,,,,,,,
17284,7558,BARILLA蘿勒義大利麵醬 400,BARILLA蘿勒義大利麵醬,,,#N/A,,,,,,,,
17285,31451,廖心蘭非基改豆干(燒辣),廖心蘭非基改豆干,,,#N/A,,,,,,,,
17286,13906,手工堅果薏仁沙其瑪500g,手工堅果薏仁沙其瑪g,,,#N/A,,,,,,,,
17287,91281,*湖池屋金澤甜蝦味薯片56g(12),湖池屋金澤甜蝦味薯片g,,,#N/A,,,,,,,,
17288,3906,日清香味野菜味炸雞粉,日清香味野菜味炸雞粉,,,#N/A,,,,,,,,
17289,72123,雙皂特別限定,雙皂特別限定,,,#N/A,,,,,,,,
17290,33636,含片明太子(風味)4入60G,含片明太子入G,,,#N/A,,,,,,,,
17291,22482,辰霖開發||百貨商品(女鞋),辰霖開發||百貨商品,,,#N/A,,,,,,,,
17292,62443,魅光指彩-117,魅光指彩,,,#N/A,,,,,,,,
17293,14024,真好家泡打粉15g,真好家泡打粉g,,,#N/A,,,,,,,,
17294,79757,固德威商品,固德威商品,,,#N/A,,,,,,,,
17295,43253,員-松露燉飯,員松露燉飯,,,#N/A,,,,,,,,
17296,2808,AW紫冰野苺口香糖28g,AW紫冰野苺口香糖g,,,#N/A,,,,,,,,
17297,10761,鹽麴,鹽麴,,,#N/A,,,,,,,,
17298,74197,原味生乳捲420,原味生乳捲,,,#N/A,,,,,,,,
17299,12006,THE SPICE HUNTER月桂,THESPICEHUNTER月桂,,,#N/A,,,,,,,,
17300,29831,嫉妒4色眼彩盤SINGAPORE,嫉妒色眼彩盤SINGAPORE,,,#N/A,,,,,,,,
17301,25284,仲間,仲間,,,#N/A,,,,,,,,
17302,5567,義昌有機福山萵苣y,義昌有機福山萵苣y,,,#N/A,,,,,,,,
17303,90902,台灣蜜棗(1月外送平台),台灣蜜棗,,,#N/A,,,,,,,,
17304,61450,慾望巴黎訂製香精-50ml,慾望巴黎訂製香精ml,,,#N/A,,,,,,,,
17305,70466,不二家  Peko造型QQ糖-葡萄,不二家Peko造型QQ糖葡萄,,,#N/A,,,,,,,,
17306,33799,防霧眼鏡專用平面口罩,防霧眼鏡專用平面口罩,,,#N/A,,,,,,,,
17307,47074,角屋芝麻油200g,角屋芝麻油g,,,#N/A,,,,,,,,
17308,34740,黑糖奶茶沖泡飲350g,黑糖奶茶沖泡飲g,,,#N/A,,,,,,,,
17309,96365,美心,美心,,,#N/A,,,,,,,,
17310,4789,M.A.C x ROSALIA-時尚專業唇膏-Red Chile,MACROSALIA時尚專業唇膏RedChile,,,#N/A,,,,,,,,
17311,51365,MAM杯刷L型,MAM杯刷L型,,,#N/A,,,,,,,,
17312,28517,74-6737 Premium清新馬鞭草系列低腰三角內褲-質感藍-L,Premium清新馬鞭草系列低腰三角內褲質感藍L,,,#N/A,,,,,,,,
17313,104368,Lauretana氣泡水-賓尼法利納,Lauretana氣泡水賓尼法利納,,,#N/A,,,,,,,,
17314,14289,田家拉餅－地瓜（可素食）480G,田家拉餅－地瓜G,,,#N/A,,,,,,,,
17315,80530,AILI皮件||皮件雜貨 手錶 香水,AILI皮件||皮件雜貨手錶香水,,,#N/A,,,,,,,,
17316,1345,卜蜂 無骨鹹酥雞,卜蜂無骨鹹酥雞,,,#N/A,,,,,,,,
17317,30873,丸三完熟香蕉風味豆乳200ml,丸三完熟香蕉風味豆乳ml,,,#N/A,,,,,,,,
17318,50159,香橙蛋糕,香橙蛋糕,,,#N/A,,,,,,,,
17319,65753,法國聖桃園鮮草莓果醬,法國聖桃園鮮草莓果醬,,,#N/A,,,,,,,,
17320,85128,小夫妻雞肉飯風味拌麵432g,小夫妻雞肉飯風味拌麵g,,,#N/A,,,,,,,,
17321,94374,理研柴魚精(大)1kg,理研柴魚精kg,,,#N/A,,,,,,,,
17322,75051,新庄?麴檸檬風味,新庄?麴檸檬風味,,,#N/A,,,,,,,,
17323,25295,天竺葵身體二重奏,天竺葵身體二重奏,,,#N/A,,,,,,,,
17324,70788,波蜜低卡果菜汁250ML,波蜜低卡果菜汁ML,,,#N/A,,,,,,,,
17325,53541,旗魚壽司,旗魚壽司,,,#N/A,,,,,,,,
17326,103384,味滋康穀物醋,味滋康穀物醋,,,#N/A,,,,,,,,
17327,12727,香奈兒1號紅色山茶花唇頰蜜 6.5g-#2嫩粉,香奈兒號紅色山茶花唇頰蜜g#嫩粉,,,#N/A,,,,,,,,
17328,66368,栗山什錦米果,栗山什錦米果,,,#N/A,,,,,,,,
17329,20487,嘉禾牌最頂級無添加細麵500G,嘉禾牌最頂級無添加細麵G,,,#N/A,,,,,,,,
17330,39719,活水保濕深層滲透精華液 30ml,活水保濕深層滲透精華液ml,,,#N/A,,,,,,,,
17331,62790,一品香防疫酒精,一品香防疫酒精,,,#N/A,,,,,,,,
17332,98937,154 香水 -30ml,香水ml,,,#N/A,,,,,,,,
17333,5424,吸濕小包抽屜{衣櫃用25g*5,吸濕小包抽屜,,,#N/A,,,,,,,,
17334,31493,蘇菲清新涼感微涼小黃瓜衛生棉 25C,蘇菲清新涼感微涼小黃瓜衛生棉C,,,#N/A,,,,,,,,
17335,74693,歐越,歐越,,,#N/A,,,,,,,,
17336,71781,日清濃厚巧克力玉米片63g,日清濃厚巧克力玉米片g,,,#N/A,,,,,,,,
17337,13152,赫蒂藍莓黑巧克力 80G,赫蒂藍莓黑巧克力G,,,#N/A,,,,,,,,
17338,50280,花蓮哇好文旦柚禮盒,花蓮哇好文旦柚禮盒,,,#N/A,,,,,,,,
17339,17554,鯛魚海鮮粥,鯛魚海鮮粥,,,#N/A,,,,,,,,
17340,46504,囍瑞BIO-GREEN有機即溶咖啡,囍瑞BIOGREEN有機即溶咖啡,,,#N/A,,,,,,,,
17341,36052,關廟麵小條 1500g,關廟麵小條g,,,#N/A,,,,,,,,
17342,75390,奧利奧原味夾心餅乾-香草口味,奧利奧原味夾心餅乾香草口味,,,#N/A,,,,,,,,
17343,58036,金針菇,金針菇,,,#N/A,,,,,,,,
17344,30122,OURHOME年糕500G,OURHOME年糕G,,,#N/A,,,,,,,,
17345,10651,E002507 風格自在系列 涼感無痕,E風格自在系列涼感無痕,,,#N/A,,,,,,,,
17346,24973,念川,念川,,,#N/A,,,,,,,,
17347,1884,LAVAZZA ROSSA 紅牌咖啡,LAVAZZAROSSA紅牌咖啡,,,#N/A,,,,,,,,
17348,4679,ULTRAHD超進化無瑕微晶蜜粉,ULTRAHD超進化無瑕微晶蜜粉,,,#N/A,,,,,,,,
17349,15820,鶴壽庭芝麻鮭魚夾心絲,鶴壽庭芝麻鮭魚夾心絲,,,#N/A,,,,,,,,
17350,33335,銀寶丹麥奶油100g,銀寶丹麥奶油g,,,#N/A,,,,,,,,
17351,30495,金澤壽司||餐廳,金澤壽司||餐廳,,,#N/A,,,,,,,,
17352,54364,大禾-黑胡椒鐵板麵,大禾黑胡椒鐵板麵,,,#N/A,,,,,,,,
17353,78381,香奈兒溫和潤澤去光水,香奈兒溫和潤澤去光水,,,#N/A,,,,,,,,
17354,53115,產銷履歷蔬果,產銷履歷蔬果,,,#N/A,,,,,,,,
17355,8655,領帶,領帶,,,#N/A,,,,,,,,
17356,74618,辰霖美妝||女裝特賣,辰霖美妝||女裝特賣,,,#N/A,,,,,,,,
17357,57127,紅牛無糖能量飲料 250ML,紅牛無糖能量飲料ML,,,#N/A,,,,,,,,
17358,91909,統一生機蕎麥青蔥亞麻仁海鹽蘇打餅168g,統一生機蕎麥青蔥亞麻仁海鹽蘇打餅g,,,#N/A,,,,,,,,
17359,51928,15eme法式脆片-黃金起司口味 1,eme法式脆片黃金起司口味,,,#N/A,,,,,,,,
17360,8795,香奈兒藍色青春還,香奈兒藍色青春還,,,#N/A,,,,,,,,
17361,42925,香式肉骨茶湯料彩盒(3入),香式肉骨茶湯料彩盒,,,#N/A,,,,,,,,
17362,7700,迪奧藍星柔霧潤唇膏-772,迪奧藍星柔霧潤唇膏,,,#N/A,,,,,,,,
17363,52673,Qoo葡萄果凍飲料,Qoo葡萄果凍飲料,,,#N/A,,,,,,,,
17364,93910,金象花生,金象花生,,,#N/A,,,,,,,,
17365,94229,強鍋燒丼飯-蠔蝦先生,強鍋燒丼飯蠔蝦先生,,,#N/A,,,,,,,,
17366,65744,はくばく 麥芽麥茶52袋入416G,はくばく麥芽麥茶袋入G,,,#N/A,,,,,,,,
17367,80556,湖池屋 5入洋芋片-薄鹽風,湖池屋入洋芋片薄鹽風,,,#N/A,,,,,,,,
17368,11544,施巴||嬰兒用品、服飾,施巴||嬰兒用品、服飾,,,#N/A,,,,,,,,
17369,104494,MINISO,MINISO,,,#N/A,,,,,,,,
17370,27441,SOUNDFOOD便利海帶芽 200,SOUNDFOOD便利海帶芽,,,#N/A,,,,,,,,
17371,20282,大醬香菇昆布醬油露(素)500ml＊12,大醬香菇昆布醬油露ml＊,,,#N/A,,,,,,,,
17372,34750,彩之國柚子酒,彩之國柚子酒,,,#N/A,,,,,,,,
17373,27545,Mag Mag天后辣梅18g,MagMag天后辣梅g,,,#N/A,,,,,,,,
17374,36065,寶貝媽咪,寶貝媽咪,,,#N/A,,,,,,,,
17375,106613,黑豆花花生,黑豆花花生,,,#N/A,,,,,,,,
17376,72368,NB麗詩巧克力夾心餅乾160g,NB麗詩巧克力夾心餅乾g,,,#N/A,,,,,,,,
17377,71288,晶采3D眉彩盤-101限定,晶采D眉彩盤限定,,,#N/A,,,,,,,,
17378,74524,勤創,勤創,,,#N/A,,,,,,,,
17379,85699,MAMALOVE低脂原味優格600g,MAMALOVE低脂原味優格g,,,#N/A,,,,,,,,
17380,42278,多福廣島大阪燒組合包240g,多福廣島大阪燒組合包g,,,#N/A,,,,,,,,
17381,47852,JENSEN’S 松露鵝肝醬 80G,JENSEN’S松露鵝肝醬G,,,#N/A,,,,,,,,
17382,88305,KEDS||婦雜臨時櫃,KEDS||婦雜臨時櫃,,,#N/A,,,,,,,,
17383,35830,韓虎嘯,韓虎嘯,,,#N/A,,,,,,,,
17384,9007,粉持久超級水粉餅SPF30/PA+++-02,粉持久超級水粉餅SPFPA,,,#N/A,,,,,,,,
17385,99541,齒妍堂葡萄口味無糖QQ凍200g,齒妍堂葡萄口味無糖QQ凍g,,,#N/A,,,,,,,,
17386,12744,雲霧腮紅-ORGASM,雲霧腮紅ORGASM,,,#N/A,,,,,,,,
17387,85576,(遠百)海鮮豆腐鍋,海鮮豆腐鍋,,,#N/A,,,,,,,,
17388,39605,十勝香帕瑪森起司塊,十勝香帕瑪森起司塊,,,#N/A,,,,,,,,
17389,77988,史奈德蝴蝶餅-乾酪起士隨手包 125,史奈德蝴蝶餅乾酪起士隨手包,,,#N/A,,,,,,,,
17390,80257,味覺糖草莓大福味普超軟糖50g,味覺糖草莓大福味普超軟糖g,,,#N/A,,,,,,,,
17391,14350,大心新泰式麵食,大心新泰式麵食,,,#N/A,,,,,,,,
17392,66059,翰林茶棧,翰林茶棧,,,#N/A,,,,,,,,
17393,37934,PASCUAL 零脂肪綜合果粒優格1,PASCUAL零脂肪綜合果粒優格,,,#N/A,,,,,,,,
17394,64637,*西班牙克拉盟特特級初榨橄欖油 10,西班牙克拉盟特特級初榨橄欖油,,,#N/A,,,,,,,,
17395,12827,健達白繽紛樂巧克力,健達白繽紛樂巧克力,,,#N/A,,,,,,,,
17396,72722,SIGNWIN-荔枝凍100g,SIGNWIN荔枝凍g,,,#N/A,,,,,,,,
17397,34435,武 小豆島烏龍麵味露,武小豆島烏龍麵味露,,,#N/A,,,,,,,,
17398,25261,丸中奶油起士蛋糕,丸中奶油起士蛋糕,,,#N/A,,,,,,,,
17399,62029,義大利Zanetti 帕瑪桑乾酪粉8,義大利Zanetti帕瑪桑乾酪粉,,,#N/A,,,,,,,,
17400,24868,小林製藥衛生護墊-莓果花香,小林製藥衛生護墊莓果花香,,,#N/A,,,,,,,,
17401,22876,*明治果汁QQ糖-草莓,明治果汁QQ糖草莓,,,#N/A,,,,,,,,
17402,11331,客家鹹豬肉,客家鹹豬肉,,,#N/A,,,,,,,,
17403,16840,老行家-吉祥,老行家吉祥,,,#N/A,,,,,,,,
17404,46633,DALLA 泰迪熊麵 250G,DALLA泰迪熊麵G,,,#N/A,,,,,,,,
17405,74754,21 CENTURY風味館.外送-二十一世紀-UBEREATS,CENTURY風味館外送二十一世紀UBEREATS,,,#N/A,,,,,,,,
17406,96506,冉冉||飾品配件雜貨類,冉冉||飾品配件雜貨類,,,#N/A,,,,,,,,
17407,35866,尚豪,尚豪,,,#N/A,,,,,,,,
17408,36190,百優精純乳霜,百優精純乳霜,,,#N/A,,,,,,,,
17409,91199,CAVENDISH＆HARVEY卡恩,CAVENDISH＆HARVEY卡恩,,,#N/A,,,,,,,,
17410,8548,原味4入,原味入,,,#N/A,,,,,,,,
17411,65637,Kracie 創意DIY-水晶蛋糕小,Kracie創意DIY水晶蛋糕小,,,#N/A,,,,,,,,
17412,4127,杏仁小魚乾4連包20g,杏仁小魚乾連包g,,,#N/A,,,,,,,,
17413,56865,炒馬麵,炒馬麵,,,#N/A,,,,,,,,
17414,93905,大展,大展,,,#N/A,,,,,,,,
17415,27847,CLARINS(克蘭詩)||化妝品區,CLARINS||化妝品區,,,#N/A,,,,,,,,
17416,42482,愛爾曼優酪乳草莓口味,愛爾曼優酪乳草莓口味,,,#N/A,,,,,,,,
17417,1275,青春敷面膜10片裝,青春敷面膜片裝,,,#N/A,,,,,,,,
17418,22921,國太樓阿凡斯摩卡濾杯咖啡,國太樓阿凡斯摩卡濾杯咖啡,,,#N/A,,,,,,,,
17419,45767,東鳩寶可夢巧克力餅23g,東鳩寶可夢巧克力餅g,,,#N/A,,,,,,,,
17420,76661,I Mei 義美草莓小泡芙 57G,IMei義美草莓小泡芙G,,,#N/A,,,,,,,,
17421,66962,GB鮮釀餐廳,GB鮮釀餐廳,,,#N/A,,,,,,,,
17422,24591,DE極品香濃咖啡豆500g,DE極品香濃咖啡豆g,,,#N/A,,,,,,,,
17423,87259,加拿大R.J.T天然藍莓花蜜 330,加拿大RJT天然藍莓花蜜,,,#N/A,,,,,,,,
17424,34378,優果甜坊日式生乳捲,優果甜坊日式生乳捲,,,#N/A,,,,,,,,
17425,41968,片岡物産 VAN牛奶可可粉90G,片岡物産VAN牛奶可可粉G,,,#N/A,,,,,,,,
17426,33852,香奈兒藍色男性身,香奈兒藍色男性身,,,#N/A,,,,,,,,
17427,14317,EN||餐廳,EN||餐廳,,,#N/A,,,,,,,,
17428,96929,無色限柔霧唇釉 -BG03,無色限柔霧唇釉BG,,,#N/A,,,,,,,,
17429,38886,奇幻聖誕粉嫩美唇,奇幻聖誕粉嫩美唇,,,#N/A,,,,,,,,
17430,14523,GIORDANO LADIES||國產少淑女服飾,GIORDANOLADIES||國產少淑女服飾,,,#N/A,,,,,,,,
17431,87558,125套餐,套餐,,,#N/A,,,,,,,,
17432,37151,薑味暖暖香氛去角,薑味暖暖香氛去角,,,#N/A,,,,,,,,
17433,14777,晶采美肌粉底刷,晶采美肌粉底刷,,,#N/A,,,,,,,,
17434,96028,月夜星辰-四色打,月夜星辰四色打,,,#N/A,,,,,,,,
17435,90828,NewBalance拉,NewBalance拉,,,#N/A,,,,,,,,
17436,38800,柳橙風味氣泡飲375ml,柳橙風味氣泡飲ml,,,#N/A,,,,,,,,
17437,30346,龍鳳堂-饗宴禮盒,龍鳳堂饗宴禮盒,,,#N/A,,,,,,,,
17438,65335,西班牙ALCURNIA水蜜桃 200,西班牙ALCURNIA水蜜桃,,,#N/A,,,,,,,,
17439,71777,火辣雞4種起司鐵板炒麵580g,火辣雞種起司鐵板炒麵g,,,#N/A,,,,,,,,
17440,74376,肉多多,肉多多,,,#N/A,,,,,,,,
17441,26392,金陵金針菇,金陵金針菇,,,#N/A,,,,,,,,
17442,101271,高岡屋味付海苔6束,高岡屋味付海苔束,,,#N/A,,,,,,,,
17443,85192,麗嬰房||嬰童用品,麗嬰房||嬰童用品,,,#N/A,,,,,,,,
17444,13401,超淨化植萃調理淨膚精萃 30ML,超淨化植萃調理淨膚精萃ML,,,#N/A,,,,,,,,
17445,29368,潤澤化妝棉 40/36,潤澤化妝棉,,,#N/A,,,,,,,,
17446,77069,家用專門店Select Shop,家用專門店SelectShop,,,#N/A,,,,,,,,
17447,33963,岩塚田舍米果-醬油味(9枚),岩塚田舍米果醬油味,,,#N/A,,,,,,,,
17448,76161,(A)一日野菜-萵苣沙拉,一日野菜萵苣沙拉,,,#N/A,,,,,,,,
17449,71118,21MD_經典眉筆組,MD_經典眉筆組,,,#N/A,,,,,,,,
17450,41408,微笑-converse,微笑converse,,,#N/A,,,,,,,,
17451,48149,香奈兒珍珠光感亮采精萃油50ml,香奈兒珍珠光感亮采精萃油ml,,,#N/A,,,,,,,,
17452,104924,奢華緞面唇膏-83,奢華緞面唇膏,,,#N/A,,,,,,,,
17453,77545,高岡屋隨你配炒海苔酥－麻油口味40G,高岡屋隨你配炒海苔酥－麻油口味G,,,#N/A,,,,,,,,
17454,32172,4連KT美樂圓餅120g,連KT美樂圓餅g,,,#N/A,,,,,,,,
17455,29327,妙潔耐熱袋半斤,妙潔耐熱袋半斤,,,#N/A,,,,,,,,
17456,89621,Valor82%純黑巧克力片,Valor純黑巧克力片,,,#N/A,,,,,,,,
17457,52638,九州Pancake七穀原味鬆餅粉/2,九州Pancake七穀原味鬆餅粉,,,#N/A,,,,,,,,
17458,45050,東鳩點心餅(皮卡丘)-巧克,東鳩點心餅巧克,,,#N/A,,,,,,,,
17459,85315,A(選)黑松FIN健康補給飲料PET975,A黑松FIN健康補給飲料PET,,,#N/A,,,,,,,,
17460,15002,福記原味鐵蛋6入,福記原味鐵蛋入,,,#N/A,,,,,,,,
17461,81513,^一蘭 一蘭碗麵-豚骨風味,^一蘭一蘭碗麵豚骨風味,,,#N/A,,,,,,,,
17462,39262,李錦記舊庄蠔油,李錦記舊庄蠔油,,,#N/A,,,,,,,,
17463,18684,乖乖五香大,乖乖五香大,,,#N/A,,,,,,,,
17464,10307,福利-金絲沙其馬,福利金絲沙其馬,,,#N/A,,,,,,,,
17465,89778,*北日本 迷你洋芋片(芥末風味)(鬼,北日本迷你洋芋片,,,#N/A,,,,,,,,
17466,63961,理研香橘芝麻沙拉醬190ml,理研香橘芝麻沙拉醬ml,,,#N/A,,,,,,,,
17467,78933,黑莓子與月桂葉 潔膚露 250ml,黑莓子與月桂葉潔膚露ml,,,#N/A,,,,,,,,
